Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
RUT,4.39,6.67,1.78%,114.46M,6.20%,3.35B,4.25,5.66%,0.67%,112.42M,-24.70%,770.29M,-,1.56,101.22%,9.03%,-27.46%,2.69B,1.25,-3.95%,-1.06%,5.44,-25.03%,37.02,0.79,10.19%,10.15M,-35.91%,0.00,-,-2.16%,19.62%,26.66 - 53.26,-24.41%,0.80 (2.73%),-,-,10.92%,-44.99%,3.74,0.76 (2.59%),0.55,23.15%,43.86%,9.90%,1.52,"Jan 24, 2025",0.55,-2.72%,38.13%,34.90,5.03% 5.09%,663,0.67,13.33%,28.63%,2.06,49.50,Yes / Yes,0.67,-22.78%,11.40%,0.67,28.77,-0.75%,-0.44%,40.00%,Feb 19 AMC,1.87M,29.30,-8.06%,-20.98%,-30.16%,,"318,456",1.84%,SM
RUT,14.74,2.14,17.85%,16.93M,-2.44%,534.19M,10.86,19.70%,-1.36%,13.91M,-11.10%,36.14M,-,0.55,54.83%,0.41%,-10.24%,283.89M,1.88,17.31%,2.54%,1.17,10.43%,29.03,1.09,0.72%,0.06M,49.86%,-,-,-,7.60%,19.00 - 37.72,1.87%,0.34 (1.07%),12.76,2.52%,6.70%,-16.33%,0.59,0.32 (1.01%),-,19.61%,-,66.11%,0.89,"Jan 31, 2025",0.22,26.65%,14.28%,33.83,3.40% 2.60%,570,0.10,18.81%,12.73%,2.67,38.38,Yes / Yes,0.10,55.78%,14.95%,0.06,31.07,5.51%,12.74%,16.52%,Jan 21 AMC,48.91K,31.56,-6.06%,-5.96%,4.49%,,733,1.58%,SMBK
-,12.09,1.31,0.05%,6.48B,3.38%,101.96B,13.86,9.37%,0.00%,6.41B,8.68%,8.60B,0.71,0.13,1.60%,0.09%,6.57%,64.11B,1.59,34.92%,-0.17%,3.91,24.80%,14.86,1.07,0.43%,5.73M,35.09%,-,-,17.11%,8.86%,10.74 - 15.83,9.73%,0.39 (2.42%),-,1.34%,3.01%,0.44%,0.44,0.41 (2.57%),-,6.33%,-,48.04%,0.33,"Sep 30, 2024",2.39,50.61%,18.60%,62.51,1.73% 1.59%,120373,3.99,8.69%,13.41%,1.81,14.57,Yes / Yes,1.96,52.95%,28.93%,0.58,15.48,446.02%,36.36%,-0.69%,Jan 29 AMC,1.47M,15.90,3.42%,6.07%,15.37%,,"217,308",2.71%,SMFG
RUT,10.88,2.41,5.12%,21.86M,-5.71%,574.27M,6.29,19.29%,-1.94%,20.74M,-14.02%,53.63M,-,0.44,80.66%,2.53%,-23.46%,1.46B,0.39,10.41%,0.61%,4.03,-16.95%,28.17,0.93,3.37%,0.52M,-15.29%,2.03,12.93,-,8.57%,25.68 - 35.92,-15.21%,-,17.58,-1.02%,4.29%,-26.87%,0.54,1.18 (4.49%),0.64,5.33%,28.24%,2.29%,0.84,"Feb 14, 2025",2.11,-15.32%,9.44%,23.09,3.01% 3.00%,5600,1.11,7.77%,3.66%,1.00,40.50,Yes / Yes,1.03,-111.27%,48.10%,0.69,26.18,14.13%,7.48%,18.09%,Feb 27 BMO,130.22K,26.27,-9.13%,-12.84%,-15.26%,,"22,792",0.34%,SMP
RUT,13.38,0.96,12.03%,53.16M,-12.90%,680.15M,5.13,40.80%,-64.63%,46.76M,-25.04%,52.90M,0.31,0.71,97.94%,12.61%,-12.96%,1.08B,0.63,68.81%,11.39%,6.98,15.17%,10.73,1.19,3.25%,5.89M,-7.75%,3.85,3.33,42.56%,9.75%,9.22 - 18.59,-12.24%,-,5.79,3.58%,4.91%,-31.16%,1.53,-,0.61,15.16%,13.10%,38.77%,0.84,-,0.63,-22.41%,9.85%,24.49,7.21% 5.53%,3141,1.09,2.49%,4.92%,1.56,20.89,Yes / Yes,0.89,142.47%,0.00%,0.76,12.81,1.20%,31.13%,6.05%,Feb 04 BMO,843.90K,12.80,-17.88%,-19.87%,-2.50%,,"163,898",-0.12%,SNCY
RUT,13.20,8.36,13.20%,32.03M,-4.02%,3.54B,12.62,0.46%,-2.81%,27.85M,-6.37%,267.40M,-,1.87,79.71%,2.45%,7.97%,108.26B,0.03,7.84%,5.20%,2.88,41.93%,55.48,1.99,1.01%,0.68M,64.41%,43.58,2.53,-,16.40%,64.03 - 128.23,12.62%,-,6.64,22.11%,8.71%,-13.96%,0.69,-,-,30.94%,2.79%,72.32%,4.61,-,-,17.39%,1.49%,43.47,5.13% 4.02%,4556,5.72,60.57%,0.25%,1.00,128.00,Yes / Yes,0.73,19.08%,0.00%,0.23,107.27,3.18%,17.05%,42.71%,Feb 05 AMC,236.64K,110.33,-6.31%,-1.48%,20.43%,,"14,096",2.86%,SNEX
-,14.82,3.05,0.70%,141.17M,-3.56%,6.37B,8.32,12.92%,-0.83%,139.91M,-16.61%,439.56M,1.40,1.12,86.15%,3.05%,-18.08%,3.43B,1.86,8.58%,-0.47%,3.22,5.56%,33.35,1.35,0.80%,4.27M,15.41%,-,-,10.55%,9.31%,33.44 - 59.92,-11.83%,1.56 (3.45%),8.33,-2.64%,6.73%,-24.61%,1.20,1.52 (3.37%),-,8.72%,-,35.08%,1.75,"Mar 20, 2025",0.29,-11.72%,17.32%,30.13,4.10% 3.29%,4775,0.36,0.83%,12.81%,1.82,62.59,Yes / Yes,0.24,203.56%,50.14%,0.74,44.18,2.51%,8.27%,9.50%,Jan 15 AMC,1.32M,45.17,-9.02%,-13.99%,-5.49%,,"248,167",2.24%,SNV
RUT,11.25,2.92,26.05%,16.46M,-2.90%,540.90M,10.08,12.24%,-1.38%,12.19M,-7.42%,49.72M,-,0.67,38.59%,0.20%,-14.29%,288.97M,1.87,-0.68%,4.16%,0.74,1.23%,26.67,1.23,1.18%,0.02M,27.02%,-,-,-,11.75%,24.05 - 40.90,-5.58%,0.62 (1.89%),13.05,11.23%,9.05%,-19.79%,0.48,0.58 (1.77%),-,8.27%,-,36.42%,0.83,"Feb 03, 2025",0.25,-18.39%,20.21%,37.22,1.98% 2.41%,618,0.25,13.74%,17.20%,1.25,43.75,Yes / Yes,0.25,58.15%,19.18%,0.15,32.38,5.50%,41.97%,12.44%,Jan 24 BMO,32.87K,32.81,-3.57%,-5.47%,-1.61%,,"1,274",1.33%,SPFI
-,11.25,0.41,17.87%,16.50M,-0.54%,75.46M,7.56,76.90%,0.05%,13.55M,-19.03%,6.65M,0.97,0.05,30.26%,6.24%,-48.42%,41.81M,1.80,-16.59%,25.77%,2.50,-22.19%,3.38,1.35,11.47%,0.85M,28.87%,1.34,3.42,11.61%,12.70%,3.09 - 9.33,-33.89%,-,-,-,11.82%,-50.96%,1.14,-,7.36,41.66%,58.44%,48.06%,0.34,-,9.64,1277.03%,19.35%,38.49,4.83% 5.68%,54,0.01,71.31%,15.90%,1.00,12.00,Yes / Yes,0.01,-63.66%,0.00%,0.19,4.43,20.40%,-27.42%,3.99%,Feb 05 AMC,338.68K,4.57,-6.38%,-24.69%,-28.43%,,"16,007",3.27%,SRTS
RUT,8.77,3.67,23.87%,9.89M,0.16%,317.70M,7.62,6.16%,0.00%,7.53M,-1.20%,34.87M,-,0.97,48.37%,0.56%,-12.59%,177.08M,1.79,8.31%,13.78%,2.17,6.88%,28.30,1.14,1.32%,0.04M,23.57%,-,-,-,14.09%,22.13 - 39.16,-3.51%,0.36 (1.12%),9.41,35.34%,8.48%,-17.93%,0.35,0.36 (1.12%),-,28.02%,-,45.23%,0.92,"Feb 03, 2025",0.47,2.49%,26.60%,49.37,2.46% 2.76%,185,0.47,21.59%,19.69%,1.00,41.00,No / Yes,0.47,12.60%,9.81%,0.09,31.80,-0.33%,11.00%,22.07%,Jan 21 BMO,19.60K,32.14,0.35%,-1.50%,2.41%,,453,1.07%,SSBK
RUT,2.77,0.99,17.06%,86.36M,82.60%,237.47M,5.10,169.44%,0.00%,71.63M,43.40%,85.85M,-,-0.34,62.90%,2.90%,12.25%,2.51B,0.09,-176.63%,-5.21%,2.13,53.88%,9.30,0.29,2.72%,2.08M,-34.47%,0.28,9.96,-,11.68%,1.36 - 4.65,23.94%,-,1.19,-,2.21%,-41.10%,0.91,-,1.34,14.15%,35.05%,101.40%,0.23,"Dec 14, 2020",1.31,108.39%,17.04%,75.16,17.21% 10.03%,5200,1.95,9.46%,3.42%,2.60,5.45,Yes / Yes,1.94,129.03%,0.00%,3.55,2.73,0.60%,-9.27%,18.29%,Mar 11 AMC,974.87K,2.74,54.66%,37.76%,17.46%,,"881,512",0.33%,SSP
-,6.24,1.95,31.37%,2.86B,-4.22%,34.93B,3.95,29.42%,0.00%,1.97B,-8.25%,5.92B,0.52,-,27.34%,1.93%,-12.22%,169.68B,0.21,-8.37%,2.36%,3.08,-19.83%,29.37,0.42,2.70%,37.93M,-56.73%,13.44,0.91,11.92%,6.77%,11.40 - 29.51,-6.57%,0.75 (6.15%),-,-0.34%,5.35%,-58.68%,1.41,1.65 (13.54%),0.81,33.64%,13.07%,6.96%,0.50,"Apr 23, 2025",1.09,-69.53%,3.46%,41.88,3.23% 3.11%,248243,0.46,-17.19%,3.49%,2.84,13.83,Yes / Yes,0.31,6.13%,36.65%,1.55,11.83,1.28%,-66.79%,3.85%,Feb 26 BMO,12.30M,12.19,-6.56%,-6.38%,-20.40%,,"4,848,198",3.07%,STLA
S&P 500,12.86,9.79,6.30%,151.12M,0.69%,18.90B,10.06,33.44%,-0.67%,140.71M,-4.85%,1.54B,0.81,1.47,83.99%,2.37%,-6.95%,17.54B,1.08,-4.73%,-0.21%,1.87,16.46%,59.12,2.13,10.24%,3.34M,-4.15%,4.91,25.64,15.89%,17.27%,104.60 - 155.56,10.36%,1.93 (1.53%),-,26.49%,12.99%,-19.07%,1.36,1.84 (1.46%),1.08,16.43%,15.69%,20.35%,4.61,"Mar 31, 2025",2.53,-32.96%,11.08%,46.94,4.02% 3.42%,13000,0.37,-6.68%,8.76%,2.19,147.82,Yes / Yes,0.32,-48.11%,18.69%,0.36,123.25,-2.45%,5.58%,-8.53%,Jan 22 AMC,1.79M,125.89,-2.92%,-0.54%,-0.93%,,"163,875",2.14%,STLD
-,14.81,1.66,0.00%,898.18M,-7.40%,21.84B,14.24,112.08%,-,889.66M,4.37%,1.56B,1.15,0.06,8.89%,1.61%,-6.73%,13.27B,1.65,-51.05%,-0.06%,2.04,-13.35%,19.43,1.26,6.33%,14.33M,-49.50%,6.95,3.53,12.88%,9.12%,21.36 - 47.82,-1.69%,0.33 (1.35%),-,7.51%,7.96%,-48.67%,1.50,0.33 (1.34%),2.37,8.43%,39.35%,14.92%,0.99,"Mar 25, 2025",3.11,-62.93%,11.26%,47.68,3.38% 3.35%,49602,0.18,-23.24%,11.74%,2.34,26.91,Yes / Yes,0.12,-68.07%,18.46%,0.53,23.92,0.53%,5.74%,-22.44%,Jan 30 BMO,7.04M,24.55,-3.74%,-0.65%,-18.10%,,"945,874",2.62%,STM
RUT,2.99,13.05,8.05%,49.92M,-1.62%,1.95B,5.45,14.07%,0.00%,45.90M,-18.48%,668.77M,-,0.87,73.66%,7.28%,-20.31%,1.24B,1.57,-37.71%,2.50%,3.19,-41.80%,57.41,0.68,16.59%,3.34M,-43.47%,8.15,4.79,-3.10%,24.68%,37.14 - 84.67,-21.48%,1.65 (4.23%),2.62,-,18.60%,-53.92%,-0.03,1.60 (4.10%),2.39,31.33%,57.00%,5.06%,1.63,"Mar 07, 2025",2.43,31.85%,47.27%,33.61,3.01% 4.29%,24,0.30,-7.25%,53.76%,1.50,67.83,Yes / Yes,0.25,-38.92%,12.17%,0.34,38.76,-6.09%,12.16%,-39.35%,Feb 13 BMO,1.05M,39.02,-3.37%,-15.16%,-37.23%,,"91,143",0.66%,STNG
RUT,14.75,8.27,3.57%,30.67M,3.43%,3.74B,13.46,12.92%,-1.37%,29.51M,-13.07%,257.46M,-,1.45,88.72%,5.94%,-33.23%,2.12B,1.77,31.60%,-0.11%,2.93,4.20%,26.35,4.63,13.41%,1.75M,8.99%,21.70,5.62,-,36.08%,93.50 - 206.07,-27.55%,-,8.98,41.23%,22.78%,-40.77%,1.16,-,1.38,13.93%,19.34%,30.53%,8.38,"Dec 23, 1998",1.38,85.63%,12.53%,44.72,6.32% 7.04%,3000,0.46,7.28%,12.17%,1.00,198.33,Yes / Yes,0.40,183.74%,0.00%,0.50,117.81,-6.10%,9.98%,2.65%,Feb 25 AMC,597.36K,122.05,0.79%,-15.95%,-14.25%,,"75,597",3.60%,STRL
-,11.20,4.00,8.97%,4.04M,-0.80%,187.12M,11.68,4.63%,-1.27%,3.80M,-9.47%,16.15M,-,0.95,64.52%,0.39%,7.19%,552.80M,0.34,-9.83%,9.82%,0.57,22.37%,50.65,0.89,4.70%,0.01M,84.49%,10.22,4.39,-,8.16%,21.05 - 53.01,8.86%,-,5.93,-,7.42%,-15.39%,0.98,-,1.77,3.27%,12.54%,113.06%,2.60,"Mar 12, 2020",2.60,7934.59%,3.41%,48.70,5.29% 5.94%,3365,0.06,7.69%,2.92%,3.00,50.00,No / Yes,0.06,26.80%,0.00%,0.69,43.80,3.80%,132.14%,9.61%,Feb 06 AMC,26.06K,44.85,-5.57%,4.31%,22.55%,,"4,547",2.40%,STRT
S&P 500,10.49,8.23,0.63%,288.77M,-3.64%,24.92B,7.96,11.21%,-4.22%,286.64M,-12.05%,2.48B,0.84,2.01,90.67%,1.29%,-13.64%,21.17B,1.18,12.15%,0.25%,1.76,4.59%,77.95,1.11,0.83%,3.71M,19.13%,-,-,12.43%,10.93%,70.20 - 103.00,-11.99%,3.12 (3.61%),-,8.85%,5.18%,-16.13%,1.46,2.90 (3.36%),-,12.41%,-,23.05%,2.60,"Apr 01, 2025",3.45,49.80%,16.17%,29.56,3.03% 2.65%,52626,1.49,20.53%,11.73%,2.17,112.46,Yes / Yes,0.89,343.24%,35.30%,0.74,84.47,2.58%,6.77%,13.74%,Jan 17 BMO,2.10M,86.38,-7.98%,-10.64%,-2.72%,,"396,233",2.26%,STT
-,10.51,3.45,0.04%,1.24B,1.44%,44.85B,9.77,9.58%,0.00%,1.24B,-8.54%,4.41B,3.81,0.93,68.34%,0.83%,-4.19%,37.01B,1.21,-10.34%,-1.71%,2.18,0.53%,24.87,1.46,6.80%,10.29M,3.52%,1.96,18.51,2.76%,13.82%,33.81 - 41.94,1.61%,1.61 (4.44%),6.62,19.72%,10.93%,-13.57%,0.84,1.60 (4.42%),0.86,11.97%,39.27%,7.23%,1.00,"Mar 04, 2025",1.33,-26.46%,17.85%,43.15,2.60% 2.58%,15010,0.34,1.76%,11.90%,1.74,44.66,Yes / Yes,0.30,-70.85%,46.70%,0.37,35.82,-6.43%,8.11%,-4.73%,Feb 05 AMC,4.73M,36.25,-2.85%,-4.87%,-5.58%,,"442,742",1.21%,SU
-,8.80,6.61,22.67%,136.23M,2.40%,8.88B,8.96,8.46%,0.00%,105.35M,3.17%,716.00M,-,1.42,43.68%,1.87%,8.92%,22.69B,0.39,-28.38%,4.50%,3.79,11.70%,29.86,1.95,6.75%,1.97M,-7.50%,0.62,94.47,-6.72%,28.38%,49.45 - 62.81,13.09%,3.69 (6.34%),41.69,16.36%,5.95%,-7.38%,1.03,3.51 (6.04%),0.72,12.62%,7.56%,17.64%,1.42,"Feb 07, 2025",1.27,80.11%,3.62%,55.97,2.51% 2.51%,3298,1.97,-1.63%,3.16%,1.50,63.88,Yes / Yes,1.96,150.25%,57.82%,0.18,57.43,-14.78%,-39.83%,-6.59%,Feb 11 BMO,520.24K,58.17,0.62%,3.54%,7.32%,,"24,024",1.30%,SUN
-,7.57,1.80,-,79.00M,-1.62%,1.08B,7.09,35.79%,-,78.98M,-3.51%,112.65M,-,0.29,20.77%,1.02%,12.05%,1.76B,0.61,0.07%,39.15%,0.62,73.79%,9.97,1.37,3.25%,0.81M,210.30%,-,-,-,23.58%,4.75 - 19.75,-9.83%,0.13 (0.94%),-,12.38%,13.80%,-31.01%,1.77,-,-,24.04%,-,186.73%,0.96,"May 23, 2024",0.42,-13.37%,37.78%,47.10,7.58% 6.98%,3663,0.07,-52.81%,6.41%,1.67,18.43,Yes / Yes,0.07,-57.76%,7.82%,0.65,13.12,5.14%,-13.99%,-87.45%,Mar 10 AMC,1.29M,13.62,-0.33%,-12.13%,33.56%,,"215,197",3.85%,SUPV
RUT,8.26,1.12,1.23%,84.35M,2.57%,782.98M,12.80,0.69%,0.00%,83.32M,-5.57%,95.90M,-,0.17,94.15%,4.75%,-23.91%,1.94B,0.40,-35.71%,4.17%,3.79,20.39%,8.06,1.15,5.67%,3.95M,-16.45%,2.25,4.13,-11.74%,14.82%,7.47 - 12.82,-13.25%,-,8.16,-,8.12%,-27.59%,0.87,0.46 (4.96%),1.43,5.28%,11.01%,24.26%,0.26,"Feb 14, 2025",2.31,65.91%,7.85%,47.49,2.62% 2.90%,868,0.74,-6.19%,4.96%,2.00,12.00,Yes / Yes,0.74,70.69%,39.14%,0.30,9.16,30.12%,16.67%,-6.65%,Jan 30 BMO,1.04M,9.28,0.98%,-4.27%,-6.17%,,"80,530",1.34%,SXC
S&P 500,6.16,8.53,0.46%,388.26M,-3.92%,20.45B,5.93,15.07%,-23.43%,386.95M,-17.82%,3.43B,0.35,1.62,99.04%,3.76%,-21.35%,20.76B,0.98,17.10%,-1.08%,3.61,14.74%,39.56,1.33,2.95%,14.54M,21.95%,37.84,1.39,17.74%,22.96%,39.67 - 70.93,-19.08%,1.05 (2.00%),2.08,8.99%,12.98%,-25.85%,1.45,0.75 (1.43%),-,7.68%,80.11%,32.58%,2.29,"Feb 03, 2025",-,65.57%,25.92%,29.94,4.60% 3.95%,20000,0.93,19.73%,16.51%,1.92,78.10,Yes / Yes,0.59,84.33%,11.69%,1.18,51.90,-0.73%,-1.04%,3.73%,Jan 28 BMO,4.03M,52.60,-9.50%,-17.29%,-5.53%,,"1,205,706",1.34%,SYF
S&P 500,11.08,5.35,17.72%,190.70M,-4.19%,12.02B,8.84,5.60%,0.00%,166.69M,10.89%,1.12B,2.08,0.84,82.20%,7.18%,-3.77%,11.63B,1.03,6.52%,0.77%,5.78,10.09%,64.43,0.92,4.28%,11.97M,-9.61%,4.78,12.40,5.33%,8.54%,49.19 - 69.18,3.40%,1.86 (3.13%),9.72,36.84%,5.80%,-14.32%,0.71,1.79 (3.02%),0.70,2.11%,37.24%,20.49%,1.62,"Feb 27, 2025",0.94,22.45%,15.65%,50.19,3.81% 2.86%,16800,0.49,-0.64%,9.65%,2.52,66.15,Yes / Yes,0.48,192.24%,32.91%,0.39,58.76,1.13%,15.18%,-1.98%,Feb 13 BMO,2.07M,59.27,-2.11%,3.74%,6.37%,,"204,908",0.87%,TAP
RUT,13.02,2.50,20.93%,13.77M,-2.63%,449.24M,9.47,10.96%,0.01%,10.90M,-13.10%,42.92M,-,0.72,50.94%,2.85%,-11.06%,338.98M,1.33,11.52%,8.01%,4.21,30.06%,33.45,0.97,1.02%,0.31M,65.21%,-,-,-,10.93%,18.00 - 39.44,-4.04%,-,13.46,69.60%,7.28%,-17.40%,0.76,-,-,47.43%,-,81.00%,1.33,-,0.11,48.86%,18.10%,37.49,4.43% 3.88%,369,0.29,23.29%,12.66%,2.25,40.75,No / Yes,0.28,43.34%,0.00%,0.25,31.68,5.48%,16.43%,11.59%,Jan 22 AMC,73.82K,32.58,-6.30%,-6.62%,12.59%,,"4,747",2.84%,TCBX
RUT,11.92,3.40,5.52%,51.46M,-5.96%,2.09B,7.80,50.38%,2.40%,48.63M,-24.03%,180.66M,0.36,0.66,102.12%,11.76%,-13.96%,1.35B,1.55,1.76%,-0.36%,4.59,-42.16%,21.65,1.87,8.73%,5.72M,-50.92%,6.35,6.39,32.71%,16.78%,38.65 - 111.42,-25.83%,-,8.48,-,10.68%,-63.58%,0.73,-,2.00,27.76%,30.20%,4.99%,2.58,"Dec 01, 2010",2.10,83.81%,21.96%,32.83,6.04% 6.14%,7700,0.58,33.25%,13.42%,1.89,66.88,Yes / Yes,0.52,0.16%,0.00%,0.43,39.93,1.32%,-24.80%,14.02%,Feb 27 AMC,1.25M,40.58,-11.20%,-20.94%,-41.97%,,"136,210",1.62%,TDW
-,2.95,5.48,28.30%,29.51M,-2.60%,476.22M,4.85,-9.50%,0.00%,21.16M,-11.71%,161.72M,-,0.50,17.96%,3.86%,-13.13%,836.04M,0.57,-48.78%,-13.28%,2.89,-34.36%,59.26,0.27,5.34%,0.82M,-32.58%,13.08,1.23,-8.53%,11.18%,15.05 - 31.48,-6.92%,1.50 (9.29%),-,-,4.59%,-48.73%,-0.16,1.50 (9.29%),1.27,13.38%,36.78%,7.24%,0.69,"Dec 16, 2024",1.32,-51.66%,32.36%,43.81,4.53% 4.12%,-,1.02,-11.02%,19.34%,1.67,29.67,Yes / Yes,1.02,-19.44%,6.64%,0.97,15.85,-0.40%,1.52%,7.23%,Feb 19 AMC,282.35K,16.14,-1.58%,-7.91%,-28.42%,,"69,553",1.83%,TEN
RUT,8.09,4.95,2.62%,65.70M,-2.27%,2.66B,7.03,17.78%,1.37%,64.66M,-10.78%,335.20M,2.78,0.53,97.11%,8.13%,-20.90%,5.13B,0.52,-20.81%,0.12%,5.70,-20.25%,27.88,1.44,7.17%,5.26M,-30.99%,5.84,6.85,2.91%,19.13%,36.15 - 68.08,-13.37%,0.68 (1.69%),14.07,45.64%,7.42%,-41.19%,1.37,0.68 (1.70%),1.09,5.36%,20.87%,10.76%,1.83,"Mar 07, 2025",2.16,-34.74%,10.31%,40.50,4.41% 4.41%,11400,1.48,-0.47%,6.54%,2.79,51.73,Yes / Yes,1.46,-101.60%,13.72%,0.45,39.16,0.85%,4.98%,1.50%,Feb 06 BMO,921.16K,40.04,-3.96%,-10.25%,-22.53%,,"105,774",2.25%,TEX
RUT,4.95,3.55,1.26%,159.90M,-1.38%,2.81B,4.89,112.87%,-8.53%,157.88M,-3.12%,599.82M,-,0.32,98.76%,4.08%,-6.77%,3.10B,0.90,-45.05%,-3.39%,4.37,26.56%,18.79,0.93,8.37%,6.43M,17.03%,4.34,4.05,-8.72%,21.01%,12.35 - 19.62,-4.02%,-,4.48,21.89%,9.76%,-10.53%,0.28,0.50 (2.85%),2.92,6.91%,39.73%,42.14%,0.53,"Mar 07, 2025",2.92,57.12%,25.42%,46.67,3.19% 3.17%,5900,1.05,6.56%,19.34%,1.71,21.20,Yes / Yes,1.04,174.51%,13.84%,0.35,17.38,-0.03%,2.39%,19.93%,Feb 27 BMO,1.47M,17.55,-0.62%,-2.50%,7.88%,,"132,652",1.00%,TGNA
S&P 500,11.74,8.86,0.25%,458.21M,-9.66%,47.36B,10.52,8.05%,-4.31%,457.09M,-18.46%,4.09B,1.52,1.78,82.48%,2.52%,-23.02%,106.57B,0.44,3.26%,-1.04%,1.94,-29.41%,32.19,3.23,7.23%,11.52M,-37.96%,10.45,9.95,7.72%,29.12%,104.01 - 181.86,-23.09%,4.29 (4.12%),10.58,6.84%,12.57%,-42.83%,1.28,4.46 (4.29%),0.32,6.73%,25.91%,-0.04%,3.69,"May 14, 2025",0.94,-0.90%,5.29%,19.38,3.73% 2.85%,440000,1.36,-0.79%,3.84%,2.29,135.04,Yes / Yes,1.22,-19.37%,50.35%,1.13,104.50,0.36%,6.20%,-3.15%,Mar 04 BMO,5.95M,103.97,-13.04%,-19.72%,-26.86%,,"1,716,198",-0.51%,TGT
-,3.75,32.23,2.25%,95.11M,-5.15%,11.50B,9.16,8.85%,-0.74%,92.99M,-4.17%,3.20B,0.45,3.16,95.56%,3.70%,-13.07%,20.66B,0.56,2.05%,1.99%,2.32,-23.30%,43.85,2.76,11.18%,3.44M,20.97%,31.74,3.81,8.28%,110.75%,90.03 - 171.20,-4.20%,-,10.31,-,17.58%,-29.37%,1.82,-,1.70,2.41%,14.07%,34.32%,5.45,"Mar 13, 2000",1.78,440.71%,14.07%,37.43,4.28% 5.01%,98000,3.43,0.57%,15.49%,1.57,173.60,Yes / Yes,3.36,41.59%,0.00%,0.59,119.51,-1.85%,16.53%,-5.71%,Feb 12 BMO,1.48M,120.93,-5.75%,-8.39%,-15.98%,,"220,925",1.18%,THC
RUT,12.22,4.00,4.76%,11.84M,-0.51%,579.64M,8.61,2.84%,1.30%,11.29M,-6.02%,47.27M,-,1.30,76.32%,0.49%,-2.71%,307.59M,1.88,38.08%,1.41%,0.99,15.36%,46.36,1.05,0.91%,0.06M,28.68%,-,-,-,8.78%,34.58 - 53.60,5.87%,1.36 (2.78%),10.87,1.05%,8.18%,-8.77%,0.42,1.86 (3.80%),-,10.71%,-,41.41%,1.49,"Jan 03, 2025",0.12,-21.20%,18.61%,43.87,2.65% 2.74%,937,0.41,13.46%,15.37%,2.00,56.33,Yes / Yes,0.05,30.20%,46.47%,0.42,48.60,2.42%,6.76%,21.57%,Feb 04 BMO,55.94K,48.90,-3.00%,-0.07%,9.69%,,"5,990",0.62%,THFF
-,14.21,11.68,0.99%,35.90M,-0.21%,5.96B,10.41,12.72%,-16.92%,35.57M,3.73%,426.00M,1.73,3.47,88.79%,1.02%,7.07%,6.24B,0.96,6.07%,1.26%,1.60,15.02%,79.16,2.10,3.26%,0.36M,27.21%,-,-,8.20%,16.03%,119.66 - 173.30,7.35%,3.65 (2.20%),7.49,2.25%,11.95%,-4.20%,0.50,3.45 (2.08%),-,5.05%,-,38.75%,3.59,"Mar 14, 2025",0.43,1110.92%,9.17%,54.58,2.43% 2.17%,4900,0.28,4.07%,6.83%,2.00,179.71,Yes / Yes,0.25,53.90%,29.48%,0.36,166.39,1.15%,58.11%,3.63%,Feb 04 AMC,226.57K,166.03,0.99%,4.14%,12.84%,,"20,663",-0.22%,THG
RUT,14.66,2.06,2.18%,30.79M,-7.36%,931.52M,10.08,21.20%,-7.11%,30.12M,-14.92%,64.95M,-,0.46,100.72%,2.72%,-30.48%,1.46B,0.64,6.29%,-1.64%,3.34,-33.83%,20.04,1.51,5.23%,0.82M,-45.67%,4.36,6.94,-,10.30%,29.75 - 57.96,-24.22%,-,25.64,7.05%,7.43%,-47.80%,1.39,-,1.34,8.95%,25.54%,1.70%,1.33,-,2.01,67.38%,8.76%,28.62,3.99% 4.35%,14246,0.43,-0.88%,4.46%,2.00,45.80,Yes / Yes,0.42,-12.16%,0.00%,0.42,30.15,-2.01%,-57.30%,-3.82%,Feb 19 BMO,245.37K,30.25,-7.45%,-16.54%,-31.43%,,"26,531",0.35%,THRM
